"web-scraper-order","web-scraper-start-url","pagination","pagination-href","productlinks","productlinks-href","bookimg-src","title","medlemspris","pris","salgstext","ISBN"
"1629473280-851","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Den yderste grænse
                          Medlemspris: 480,00 kr.
                          Pris: 599,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711915899-den-yderste-graense/",,"Den yderste grænse","Medlemspris: 480,00 kr.","Pris: 599,95 kr.","Historiker Mikkel Kirkebæk, tidligere modtager af Weekendavisen Litteraturpris, skildrer i dette illustrerede tobindsværk den danske indsats i Baltikum politisk, militært  og sociologisk. Bogen er et resultat af flere års arkivstudier i ind- og udland og baserer sig på et omfattende og hidtil ukendt kildemateriale. Særligt gennem de mange breve og dagbogsnotater kommer vi helt tæt på de frivillige. Et glemt kapitel af vores historie, der ikke alene prægede samtid og efterkrigstid, men også trækker tråde til dansk sikkerhedspolitik i Østersøregionen i dag.???",
"1629473568-966","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Børnespejlet
                          Medlemspris: 48,00 kr.
                          Pris: 58,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789531120-boernespejlet/",,"Børnespejlet","Medlemspris: 48,00 kr.","Pris: 58,00 kr.",,
"1629472443-509","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Kvindernes krig
                          Medlemspris: 170,00 kr.
                          Pris: 199,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711569474-kvindernes-krig/",,"Kvindernes krig","Medlemspris: 170,00 kr.","Pris: 199,95 kr.","Enhver der ønsker dybere indsigt i kampen derude, skal læse denne grundige øjenvidneskildring. - Jyllands-Posten",
"1629472100-365","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","På den anden side af jerntæppet
                          Medlemspris: 178,75 kr.
                          Pris: 199,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799884247-paa-den-anden-side-af-jerntaeppet/",,"På den anden side af jerntæppet","Medlemspris: 178,75 kr.","Pris: 199,00 kr.",,
"1629471856-251","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788711984406.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473116-768","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788770170123.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471901-291","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Sundets røde nelliker
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669145-sundets-roede-nelliker/",,"Sundets røde nelliker","Medlemspris: 279,96 kr.","Pris: 349,95 kr.",,
"1629472365-485","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Magt og mennesker i Danmarks middelalder
                          Medlemspris: 280,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740658514-magt-og-mennesker-i-danmarks-middelalder/",,"Magt og mennesker i Danmarks middelalder","Medlemspris: 280,00 kr.","Pris: 349,95 kr.","Stilen er den sædvanlige Kåre Johannessenske ... Fakta og historiske tal serveres med stor underfundighed og med et glimt i øjet. Læseren vil aldrig kede sig. Forfatteren er kendt for at være en eminent fortæller og formidler af historie, og hans retoriske stil går igen i bogen. På sin vej op gennem middelalderen krydrer han sin fortælling med anekdoter og små, personlige vurderinger og statements. Man er aldrig i tvivl om, at forfatteren er der, og hvem forfatteren er, nemlig Kåre Johannessen, der ufortrødent lægger sig i sporene af store formidlere som Palle Lauring, Piet van Deurs og Erik Kjersgaard, der hver på deres måde havde – eller har – en eminent evne til servere historien levende og underholdende for danskerne.
Bogen er opdelt i 15 kapitler, og som tilgift til hvert kapitel helliger Kåre Johannessen sig dels en af middelalderens store nyskabelser som fx: ”Mursten” eller ”Skriftkulturen”, dels behandler han et relevant og vedkommende tema som ”Kvinder”, ”Penge” og ”Overtro”, men også overraskende emner som fx ”Humor” og ”Sex”. Alt sammen leveret på en afvæbnende måde, der kommer læseren i møde i øjenhøjde.",
"1629472484-533","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788771848304.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472009-330","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788793142572.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472080-356","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Rejsen til Amerika
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711983492-rejsen-til-amerika/",,"Rejsen til Amerika","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","Mellem 1850 og 1920 udvandrede omkring 350.000 danskere - godt 10 procent af den daværende befolkning - til Amerika for at begynde et nyt liv. Nogle drømte om en ny begyndelse med frihed, rigdom og lykke. Andre flygtede fra ulykkelige begivenheder eller en fortid med kriminalitet. Og andre igen håbede på, at de kunne føre en religiøs levevis, der ikke var plads til i Danmark.",
"1629473425-905","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788797150016.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473129-791","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Farvel og tak
                          Medlemspris: 101,25 kr.
                          Pris: 120,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788792000781-farvel-og-tak/",,"Farvel og tak","Medlemspris: 101,25 kr.","Pris: 120,00 kr.",,
"1629472484-518","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788711564004.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472212-427","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical","Når arktiske eventyrere mødes,...
                          Medlemspris: 71,25 kr.
                          Pris: 80,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799676569-naar-arktiske-eventyrere-moedes/",,"Når arktiske eventyrere mødes,...","Medlemspris: 71,25 kr.","Pris: 80,00 kr.","Udgivelsen rummer to artikler af Erik Torm, der fortæller om relationerne mellem fire arktiske eventyrere: Rockwell Kent, Knud Rasmussen, Peter Freuchen og Hans Bruun.",
"1629472000-312","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Sapiens: Menneskehedens fødsel
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711984406-sapiens-menneskehedens-foedsel/",,"Sapiens: Menneskehedens fødsel","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","Yuval Noah Harari inviterer os med på en vild historisk rejse ledsaget af karakterer som Forhistoriske Bill, Doktor Fiktion og kriminalbetjent Lopez. Menneskets evolution genopføres som et realityprogram. Det første møde mellem sapiens og neandertalere udforskes gennem den moderne kunsts mesterværker. Udryddelsen af mammutter og sabeltigre fortælles som en detektivhistorie.",
"1629472589-563","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","Vi tror vi kan måle alt
                          Medlemspris: 239,96 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740668018-vi-tror-vi-kan-maale-alt/",,"Vi tror vi kan måle alt","Medlemspris: 239,96 kr.","Pris: 299,95 kr.","Bogen om alt dette er en rutsjebanetur gennem et Zimbabwe, som også plages af stor korruption og et autoritært og undertrykkende politiske styre, som ikke giver udviklingssamarbejdet gode vilkår. Noget er alligevel lykkedes, på trods af alle forhindringer, men det gælder langtfra alt. Ofte er det kun lykkedes, fordi stærke lokale personligheder har kæmpet for det.",
"1629472957-709","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702083804.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472125-374","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Poq den første grønlænder i Danmark som kom hjem
                          Medlemspris: 268,88 kr.
                          Pris: 299,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793464407-poq-den-foerste-groenlaender-i-danmark-som-kom-hjem/",,"Poq den første grønlænder i Danmark som kom hjem","Medlemspris: 268,88 kr.","Pris: 299,00 kr.","Da Hans Egede ikke kunne prædike for nordboere, begyndte han at missionere blandt inuit – og forfølge deres åndemanere. De kaldte ham ”Palase”. Han forsøgte med gaver og mad at trække unge til kolonien.",
"1629472061-353","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Romerrigets Historie
                          Medlemspris: 248,75 kr.
                          Pris: 278,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788779342958-romerrigets-historie/",,"Romerrigets Historie","Medlemspris: 248,75 kr.","Pris: 278,00 kr.","Rom består, så længe Colosseum står. Sådan lyder et velkendt romersk ordsprog. Og Colloseums mægtige mure rejser sig fortsat midt i den by, der gennem århundreder var centrum i et af verdenshistoriens mægtigste riger.

Romerrigets historie skildrer et mere end 1000 år langt, dramatisk forløb, der tager sin begyndelse med Romulus´ grundlæggelse af Rom - ifølge traditionen 21. april 753 f.v.t. Senere voksede byens magt og ambitioner, hvilket førte til erobring af først Italien, og derefter hele Middelhavsområdet.

Romerriget var sin tids supermagt, men med tiden blev det enorme rige delt i en vestlig og en østlig del. Nedgangstiden var begyndt. I Romerrigets historie forlader vi romerne i 610 e.v.t., hvor kejser Heraklios besteg tronen i Konstantinopel (nutidens Istanbul). Det officielle sprog var nu blevet græsk, og Det Østromerske Rige havde for alvor lagt afstand til sit vestlige ophav, som mistede sin position.

Romerrigets historie viser sammenhængen mellem de politiske begivenheder og de sociale og økonomiske forhold. Erik Christiansen har lagt vægt på at vise, både hvordan romerne selv opfattede deres samtid og fortid, og hvordan eftertiden har søgt at tolke begivenhederne. Store romerske personligheder som Cicero, Cæsar og Spartacus har længe været godt stof i film og romaner - her sættes de ind i deres rette sammenhæng.

Bogen er ikke alene en tilgængelig introduktion til alle, der interesserer sig for den romerske fortid og for Romerrigets kolossale indflydelse på europæisk kultur og identitet, men også en grundig håndbog, med arbejdsredskaber som omfattende ordliste og oversigter over forskning og bevarede kilder.",
"1629472831-676","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Hærvejen
                          Medlemspris: 200,00 kr.
                          Pris: 249,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740652376-haervejen/",,"Hærvejen","Medlemspris: 200,00 kr.","Pris: 249,95 kr.","Det imponerende grundige forarbejde og den gennemførte og læservenlige tekst gør bogen til den bedst tænkelige rejseledsager på en færd langs Hærvejen.",
"1629471856-252","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788763531245.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471638-176","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Afrodite i den tidlige græske epik
                          Medlemspris: 180,00 kr.
                          Pris: 225,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546676-afrodite-i-den-tidlige-graeske-epik/",,"Afrodite i den tidlige græske epik","Medlemspris: 180,00 kr.","Pris: 225,00 kr.","Den tidligste litteratur, der er bevaret fra den græske verden, er fortællende, episke digte, der i varierende omfang skildrer gudernes oprindelse, historie og forhold til menneskene. Afrodite, den græske gudinde for sex og forførelse, er blandt de græske guder, der hyppigst optræder i den tidlige græske poesi.",
